Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,%S/S
26/07/2017,52.56,7.36,1.09,0.89,2.56,44721.21,10.18,29.09,458.33,25409.8,632,848.2,892.82,1680.98,556.16,0.21
27/07/2017,52.57,7.56,1.01,0.98,2.2,44629.96,10.13,29.07,0,25183.6,623,834.01,896.44,1684.42,548.24,0.25
28/07/2017,52.28,7.48,1.02,0.99,2.22,45902.15,10.17,29.98,0,25334.4,635,869.25,892.46,1706.03,563.8,0.23
29/07/2017,53.03,7.25,1.16,0.99,3.32,46220.29,10.15,30.07,2166.67,25409.8,639,904.08,898.71,1702.51,567.32,0.28
30/07/2017,53.48,7.9,1.39,0.7,2.5,46177.98,10.15,30.07,4041.67,25409.8,639,877.7,895.68,1647.49,567.32,0.24
31/07/2017,52.33,7.5,0.99,0.9,2.5,46410.12,10.04,30.06,4041.67,23147.8,627,881.93,898.1,1654.55,559.74,0.25
01/08/2017,53.06,7.78,0.99,0.91,2.76,46355.09,10.18,30.07,4125,25485.2,626,884.48,896.46,1659.25,558.86,0.29
02/08/2017,51.37,7.73,0.96,0.86,2.76,46266.49,10.22,30.06,4458.33,25409.8,625,877.4,898.23,1648.42,557.98,0.19
03/08/2017,52.21,7.55,1.04,7.55,2.66,46237.42,9.95,30.07,3958.33,25636,627,885.1,897.19,1669.11,559.74,0.19
04/08/2017,53.32,7.59,0.96,0.78,2.48,46363.6,10.23,30.07,4000,25334.4,625,880.79,897.25,1676.71,557.98,0.36
05/08/2017,53.22,7.51,1.01,0.81,1.52,46413.09,10.18,30.05,4166.67,25560.6,625,881.97,895.65,1669.73,557.98,0.37
06/08/2017,53.2,7.68,1.05,0.66,1.48,46175.12,10.23,30.07,3708.33,25485.2,627,896.23,896.16,1682.56,558.25,0
07/08/2017,53.38,7.57,0.93,0.78,2.38,46338.3,10.22,30.05,3666.67,25560.6,621,897.84,897.29,1694.84,558.7,0.3
08/08/2017,53.3,7.5,0.9,0.76,2.44,45959.81,10.23,29.8,3168.87,25259,615,905.95,897.18,1716.35,553.42,0.19
09/08/2017,53.56,7.35,1,0.86,2.36,46449.13,10.11,30.27,3333.33,25786.8,626,898.78,897.96,1742.37,563.1,0.21
10/08/2017,53.76,6.95,1.1,0.88,1.44,46157.26,10.16,30.27,3291.67,25636,626,887.6,899,1723.67,563.1,0.23
11/08/2017,54.8,6.94,1.11,0.93,2.5,46265.8,10.18,30.29,3043.78,25711.4,626,895.09,896.95,1746.12,563.1,0.23
12/08/2017,54.45,6.94,1.13,0.87,2.52,46435.51,9.99,30.27,2500,25636,627,895.97,897.27,1754.46,563.98,0.21
13/08/2017,54.28,6.89,1.12,0.91,2.5,46274.37,10.11,30.27,3250,25259,629,885.74,897.85,1712.67,563.34,0.28
14/08/2017,54.28,7.11,0.04,0.94,2.18,46394.51,10.19,30.26,3291.67,25409.8,625,886.23,898.02,1704.49,563.13,0.36
15/08/2017,54.75,7.13,0.98,0.93,2.42,46205.86,10.14,30.27,3458.33,25259,625,880.63,897.04,1703.03,563.13,0.36
16/08/2017,54.18,7.13,0.96,0.9,2.04,46414.06,10.2,30.27,3875,25937.6,625,868.64,896.55,1703.08,563.13,0.34
17/08/2017,54.38,7.04,1,0.94,2.56,46254.16,10.21,30.27,3791.67,25786.8,625,871.52,897.77,1691.46,563.13,0.36
18/08/2017,54.41,7.02,0.97,0.85,2.36,46434.05,10.2,30.26,3916.67,25636,625,888.91,896.55,1707.51,563.13,0.34
19/08/2017,54.64,7.01,1.03,0.82,2,46446.18,10.04,30.29,4002.78,25409.8,626,887.65,897.02,1707.85,564,0.3
20/08/2017,54.69,7.07,1.06,0.88,1.8,46402.14,10.23,30.27,4416.67,25485.2,633,855.55,898.41,1682.42,562.04,0.29
21/08/2017,54.15,7.25,1.09,0.86,1.96,46274.07,10.17,30.27,3833.33,25711.4,633,857.7,897.91,1685.04,562.04,0.34
22/08/2017,54.21,7.2,1.03,0.79,1.94,46330.17,10.13,30.27,3916.67,25485.2,625,841.69,898.53,1679.94,563.37,0.37
23/08/2017,54.1,7.42,1.02,0.81,2.04,45525.1,10.22,29.97,3791.67,25636,618,827.18,899.13,1678.93,557.21,0.41
24/08/2017,53.28,7.41,1.12,0.76,2.62,45386.22,9.99,29.87,3666.67,25485.2,617,818.77,899.84,1683.78,556.33,0.28
25/08/2017,53.28,7.45,1.05,0.98,2.24,46387.79,10.03,29.74,3208.33,13496.6,614,815.98,900.24,1683.94,553.69,0.35
26/08/2017,53.37,7.58,1.09,0.58,2.46,47370.4,10.08,29.62,2833.33,10631.4,611,800.01,900.9,1703.66,551.05,0.35
27/08/2017,54.01,7.56,1.09,0.98,2.24,47564.83,10.12,30.3,3212.8,25786.8,627,788.74,899.06,1738.05,562.74,0.41
28/08/2017,54.9,7.54,1.11,0.94,2.32,47737.56,10.03,30.31,2962.45,25937.6,634,791.91,898.53,1741.75,562.92,0.28
29/08/2017,53.06,7.74,1.16,0.91,2.1,47690.25,10.08,30.27,2875,21639.8,624,778.81,899.69,1732.68,563.5,0.28
30/08/2017,53.54,7.84,1.2,0.89,2.28,47817.99,10.12,30.4,2833.33,25409.8,627,851.3,897.69,1746.96,566.13,0.26
31/08/2017,52.3,7.92,1.22,0.91,1.96,47461.71,10.03,30.48,2750,26013,637,909.26,897.77,1745.97,579.93,0.39
01/09/2017,53.45,7.89,1.18,0.92,2.12,47732.63,10.11,30.44,3541.67,25786.8,639,890.87,897.84,1741.99,567.32,0.3
02/09/2017,53.7,8.14,1.26,1.14,2.24,47742.34,9.97,30.47,3750,25032.8,631,882.94,898.2,1743.83,569.65,0.32
03/09/2017,53.05,7.96,1.3,1.3,2.12,45377.29,9.94,27.78,2750,26163.8,574,863.5,896.61,1745.47,519.49,0
04/09/2017,52.66,7.78,1.29,1.33,2.22,43634.03,9.88,25.46,1835.88,25560.6,530,852.03,895.76,1750.35,474.08,0
05/09/2017,52.68,7.97,1.32,1.26,2.18,43095.47,9.73,25.07,1041.67,25711.4,516,842.06,895.67,1795.29,468.87,0
06/09/2017,52.61,8.05,1.28,1.32,2.16,43131.98,9.89,25.06,2293.26,25636,514,835.37,895.94,1776.18,467.11,0
07/09/2017,51.71,7.86,1.22,1.38,3.92,43358.36,9.92,25.07,0,21112,515,838.57,896.24,1743.85,467.99,0.27
08/09/2017,52.17,7.86,1.25,1.66,2.38,43289.57,9.87,25.07,0,18623.8,515,841.24,895.38,1738.67,467.99,0.28
09/09/2017,52.1,7.91,1.25,1.53,2.52,43256.73,9.94,25.07,500,18473,515,837.49,896.53,1732.95,467.99,0.28
10/09/2017,51.89,7.89,1.29,1.52,2.54,43363.94,9.78,25.07,625,18699.2,518,830.88,897.65,1731.58,468.26,0.35
11/09/2017,51.27,7.86,1.22,1.45,2.4,43382.58,9.92,24.15,708.33,21112,505,813.96,894.82,1728.37,449.4,0.28
12/09/2017,52.58,8.08,1.19,1.32,2.14,43223.64,10.13,24.08,708.33,22243,507,803.51,895.26,1718.75,446.16,0.29
13/09/2017,51.8,7.63,1.42,1.49,2.46,43290.94,10,24.07,541.67,23072.4,512,802.6,894.31,1709.52,450.56,0.35
14/09/2017,52,7.66,1.44,1.71,2.72,43247.8,9.98,24.07,1083.33,23223.2,512,799.96,885.11,1699.59,450.56,0.36
15/09/2017,51.12,7.52,1.43,1.78,2.94,43422.52,9.98,25.89,2250,23298.6,551,802.32,890.09,1712.48,484.88,0.28
16/09/2017,51.67,7.62,1.49,1.81,2.68,44072.3,10.04,26.87,2916.67,22921.6,572,808.79,887.72,1695.08,503.36,0.27
17/09/2017,51.65,7.82,1.24,1.41,2.52,44280.8,10.14,27.07,2625,23298.6,575,807.44,888.12,1694.12,506,0.41
18/09/2017,52.1,7.54,1.41,1.72,2.48,46118.52,9.88,28.9,3583.33,25409.8,604,825.35,888.28,1689.34,544.04,0.46
19/09/2017,51.65,7.72,1.32,1.48,2.74,47122.82,10.19,29.62,3541.67,26314.6,617,838.29,889.46,1686.24,555.48,0.28
20/09/2017,52.6,8.09,1.25,1.2,2.24,47071.31,10.1,30.12,3387.44,24957.4,618,840.87,892.85,1723.51,556.36,0.22
21/09/2017,51.18,7.39,1.29,1.3,2.52,46944.18,10.04,30.07,3345.1,25786.8,622,856.58,894.99,1734.26,559.88,0.35
22/09/2017,52.61,7.8,1.25,1.29,2.14,47772.64,10.05,30.07,3416.67,25786.8,635,862.84,893.4,1741.8,571.32,0.27
23/09/2017,52.1,7.82,1.24,1.32,2.36,47846.67,10.03,30.23,3166.67,25560.6,639,869.89,894.9,1746.11,574.63,0.28
24/09/2017,52.35,7.72,1.25,1.4,1.82,47719.9,10.02,30.27,2583.33,25032.8,637,872.31,894.71,1777.1,575.88,0.32
25/09/2017,53.5,7.21,1.18,1.27,2.1,47461.75,9.93,30.12,2550.52,26465.4,629,888.95,894.28,1780.73,571.42,0.28
26/09/2017,54.38,7.03,1.19,1.35,1.98,47738.12,10.08,30.27,3125,25711.4,634,879.26,894.26,1771.89,575.82,0.31
27/09/2017,53.89,7.06,1.2,1.32,2.22,47793.51,10.06,30.27,2625,25560.6,634,887,895.54,1788.71,580.82,0.32
28/09/2017,54.22,7.11,1.1,1.45,2.14,47714.58,10.21,30.27,2750,25711.4,630,875.19,895.61,1794.85,580.48,0.26
29/09/2017,53.7,7.53,1.09,1.26,2.04,47737.84,10.04,30.27,2916.67,25786.8,629,878.5,894.89,1794.04,581.6,0.33
30/09/2017,53.49,8.01,1.15,1.21,2.02,47673.67,10.13,29.65,2807.26,25560.6,637,872.65,895.27,1791.75,570.56,0.36
01/10/2017,53.74,7.99,1.13,1.22,2.06,47409.76,10.12,29.45,2541.67,25862.2,621,874.8,895.53,1786.54,564.56,0.28
02/10/2017,51.73,9.02,0.95,0.97,2.08,47604.86,10.2,29.49,2251.56,25485.2,623,883.56,895.2,1811.11,566.32,0.32
03/10/2017,51.97,8.95,0.99,1.05,2.14,45150.38,10.09,27.91,1291.67,25485.2,589,862.41,894.47,1823.06,538.42,0.25
04/10/2017,52.16,9.23,0.97,0.92,2.12,44583.38,10.03,27.67,1333.33,26465.4,581,845.6,893.9,1821.94,534.38,0.28
05/10/2017,52.65,9.17,0.98,0.96,2.2,44484.61,10.08,27.65,1250,24655.8,584,849.79,892.97,1806.77,533.02,0.24
06/10/2017,52.32,9.12,0.97,1.03,1.96,43621.47,10.03,25.81,416.67,25560.6,541,846.05,884.08,1789.7,499.18,0.21
07/10/2017,52.42,9.31,0.95,1.04,1.82,43004.06,9.97,24.51,125,25636,513,834.92,888.03,1738.63,474.06,0.25
08/10/2017,51.72,9.42,0.97,0.95,1.96,43103.47,10.3,25.07,958.33,25183.6,529,834.52,891.67,1696.91,483.14,0.14
09/10/2017,50.91,9.3,1.03,1.08,2.12,43105.01,10.15,25.07,458.33,26088.4,507,848.88,888.12,1749,486.23,0.19
10/10/2017,51.46,9.46,1.02,1.06,2.02,43045.97,10.13,25.11,587,22318.4,535,864.44,887.83,1692.62,480.45,0.2
11/10/2017,51.57,9.31,1.12,1.15,2.28,43253.95,10.14,25.08,1000,18322.2,535,846.21,891.1,1688.79,482.73,0.16
12/10/2017,51.14,8.54,1.07,1.15,2.22,43214.17,10.08,25.07,1250,16588,537,841.36,891.97,1705.76,483.22,0.18
13/10/2017,52.02,8.59,1.07,1.19,2.14,43156.79,10.03,25.07,1375,17040.4,548,830.9,891.32,1723.09,482.24,0.21
14/10/2017,51.2,8.5,1.07,1.19,2.1,43277.32,10.11,25.07,1041.67,17266.6,547,830.29,893.87,1726.69,481.36,0.21
15/10/2017,51.32,8.59,1.09,1.15,2.16,43268.7,10.01,25.08,750,17040.4,548,810.24,893.22,1732.27,482.24,0.21
16/10/2017,50.43,8.53,1.06,1.2,2.1,43318.03,10.28,25.07,1291.67,17342,526,823.75,893.77,1729.29,483.56,0.28
17/10/2017,51.18,8.91,1.07,1.16,2.32,43217.15,10.1,25.11,1003.48,17040.4,530,842.96,890.8,1733.43,482.58,0.21
18/10/2017,50.61,8.99,1.16,1.32,2.62,43198.35,10.15,25.07,958.33,17191.2,531,839.19,889.42,1730.41,483.46,0.19
19/10/2017,51.55,9.02,1.08,1.27,2.46,43306.81,10.21,25.07,1208.33,17191.2,531,842.04,893.54,1729.91,483.46,0.21
20/10/2017,51.59,8.95,1.05,1.17,2.44,43200.06,10.19,25.08,1500,17115.8,531,834.67,891.71,1742.12,483.68,0.23
21/10/2017,51.19,8.95,1.06,1.15,2,43024.72,10.29,25.13,2004.18,17191.2,530,833.63,891.28,1746.57,482.8,0.28
22/10/2017,51.38,8.97,1.04,1.13,1.68,43262.63,10.11,25.05,1833.33,17115.8,533,835.99,889.77,1759.78,483.44,0.21
23/10/2017,51.62,9.25,1.02,1.03,2.58,43324.16,10.13,25.07,1416.67,17191.2,531,855.5,889.74,1767.52,483.68,0.28
24/10/2017,51.32,9.27,1.02,0.95,2.24,42533.36,9.99,25.14,1363.64,17040.4,521,848.37,889.65,1812.89,474.88,0.25
25/10/2017,51.6,9.48,1,0.91,2.22,43113.74,9.87,25.07,1125,17266.6,533,862.67,893.83,1855.94,485.44,0.18
26/10/2017,52.17,9.34,1.02,0.86,2.24,45297.5,10.29,27.43,2019.64,23374,575,878,889.56,1928.46,522.31,0.25
27/10/2017,51.73,9.17,0.99,0.92,2.3,46917.81,10.18,28.81,2625,25636,608,894.22,890.38,1977.49,554.35,0.25
28/10/2017,53.18,9.25,1.06,0.91,2.44,46991.05,10.18,27.99,2560,25786.8,617,894.12,889.8,1965.22,559.27,0.28
29/10/2017,53.25,9.26,1.05,0.93,2.5,46642.41,10.34,30.29,2291.67,27219.4,642,909.83,891.42,1958.79,581.27,0.3
30/10/2017,51.72,9.92,0.95,0.87,2.16,46681.43,10.18,29.07,1500,25711.4,614,930.78,891.17,1974.78,559.63,0.25
31/10/2017,51.16,9.57,0.92,0.87,2.28,46748.63,10.14,29.07,2125,25862.2,637,923.13,886.48,1959.25,576.87,0.28
01/11/2017,50.98,9.81,0.95,0.83,2.12,46782.75,10.22,30.01,1683.03,25786.8,631,942.48,884.26,1958.45,571.59,0.32
02/11/2017,52.15,10.07,0.97,0.75,2.28,47269.83,10.08,30.07,2041.67,25937.6,655,942.32,886.66,1988.25,576.4,0.3
03/11/2017,51.05,10.2,0.94,0.7,2.3,47085.3,10.22,30.07,1458.33,26013,643,933.15,887.62,2002.48,577.48,0.41
04/11/2017,52.28,9.96,0.95,0.61,2.36,47041.68,10.15,30.07,958.33,25862.2,640,933.63,889.06,2013.02,577.84,0.43
05/11/2017,49.41,10.02,0.9,0.59,2.42,46940.97,10.23,30.07,875,25862.2,636,939.82,884.53,1998.72,577.97,0.28
06/11/2017,50.46,10.24,0.96,0.64,2.84,47096.51,10.19,30.07,666.67,25862.2,636,941.22,882.27,1991.27,577.97,0.39
07/11/2017,51.86,10.25,0.95,0.75,2.64,47124.76,10.19,30.06,583.33,25862.2,639,925.47,884.55,1991.09,577.61,0.39
08/11/2017,50.85,9.95,0.93,0.85,2.64,46964.32,10.19,29.65,375,26088.4,628,928.94,889.44,1989.69,567.93,0.42
09/11/2017,51.95,9.68,1,0.89,2.6,47115.94,10.19,30.49,958.33,25862.2,646,952.1,896.24,1993.95,584.2,0.36
10/11/2017,51.37,9.29,1,0.92,2.8,47039.81,10.16,30.13,791.67,25862.2,641,936.95,900.08,1998.96,577.23,0.36
11/11/2017,51.21,9.46,0.99,0.81,2.7,47157.54,10.2,30.11,666.67,25786.8,636,943.21,893.91,2002.94,576.72,0.32
12/11/2017,51.43,9.51,1.02,0.79,2.7,46583.94,10.06,30.23,891.09,26917.8,628,945.52,884.49,1953.72,569.68,0.27
13/11/2017,51.8,9.55,0.99,0.81,2.74,47070.29,10.28,29.84,958.33,25032.8,630,936.04,893.08,2025.52,571.44,0.23
14/11/2017,51.54,9.39,1,0.87,2.44,47081.7,10.25,29.91,333.33,25862.2,632,943.5,899,2029.52,573.2,0.28
15/11/2017,52.64,9.56,0.95,0.79,2.5,47045.05,10,30.09,83.33,25334.4,637,898.07,904.22,2050.22,577.6,0.32
16/11/2017,51.61,9.07,1.01,0.83,2.42,47174.64,10.18,29.89,416.67,25862.2,637,911.3,898.78,2057.83,572.33,0.31
17/11/2017,52.41,9.32,1.02,0.81,2.42,46974.22,10.21,29.53,833.33,25937.6,631,816.41,904.59,2053.98,565.12,0.32
18/11/2017,53.2,8.81,0.96,0.83,2.6,46836.34,10.09,29.83,1250,25937.6,638,890.88,902.17,2055.84,571.28,0.36
19/11/2017,52.69,8.56,0.97,0.69,2.54,47060.16,10.12,29.86,1416.67,25862.2,639,893.87,893.87,2059.22,572.16,0.5
20/11/2017,52.6,8.26,0.98,0.73,2.38,47266.82,10.2,30,1791.67,25560.6,641,892.77,891.83,2040.39,573.92,0.39
21/11/2017,51.93,8.41,1.02,0.88,2.54,47132.44,10.22,30.01,1791.67,25937.6,639,892.99,897.28,2031.71,574.66,0.21
22/11/2017,52.9,7.87,1.22,0.97,2.82,47411.95,10.13,29.89,1083.33,25485.2,637,897.77,896.84,2068.31,572.73,0.36
23/11/2017,52.18,7.93,1.3,1.06,2.72,47562.47,9.23,29.51,1500,25711.4,631,885.94,891.51,2080.31,571.65,0.39
24/11/2017,52.3,8.03,1.14,0.92,2.84,47100.74,9.43,29.36,2041.67,25937.6,627,889.51,890.35,2072.89,565.13,0.32
25/11/2017,52.61,8,1.21,0.92,2.38,47007.08,9.03,29.4,1666.67,25711.4,631,895.17,886.28,2090.94,568.65,0.36
26/11/2017,53.04,8.12,1.25,0.94,2.76,47311.68,9.13,29.18,1458.33,25862.2,625,888.74,886.37,2072.37,563.37,0.36
27/11/2017,53.29,8.01,1.23,0.95,2.76,46995.23,9.24,29.28,2083.33,24278.8,627,875.14,886.4,2042.84,565.13,0.39
28/11/2017,52.76,8.3,1.22,1.05,2.76,46979.75,9.08,29.25,1875,21338.2,627,856.41,884.81,2065.98,565.13,0.32
29/11/2017,52.42,8.2,1.24,1.01,2.84,47104.42,8.82,29.34,2250,25786.8,631,888.32,885.96,2081.39,568.3,0.32
30/11/2017,51.63,9.69,1.07,0.75,1.86,47234.71,8.93,29.31,2291.67,25711.4,620,900.58,885.21,2099.03,558.62,0.35
01/12/2017,51.78,9.64,1.08,0.72,2.36,47117.2,8.96,29.35,2083.33,25786.8,629,913.34,884.81,2092.03,568.13,0.35
02/12/2017,52.21,9.95,1.16,0.95,2.26,47024.69,9.07,29.29,2250,25862.2,627,913.63,884.51,2062.77,566.37,0.35
03/12/2017,51.58,9.89,1.23,0.77,2.28,46942.77,9.19,29.33,2416.67,25862.2,633,912.41,884.91,2062.71,565.58,0.32
04/12/2017,50.09,9.77,1.23,0.82,2.32,46643.79,9.09,29.34,2625,25937.6,628,908.24,885.09,2070.57,567.25,0.28
05/12/2017,51.07,9.81,1.18,0.9,2.14,46865.37,9.03,29.36,2291.67,25711.4,626,911.68,885.03,2077.19,568.49,0.32
06/12/2017,51.06,9.85,1.2,0.8,2.82,46813.63,9.21,29.3,2333.33,26314.6,623,904.57,884.92,2074.89,565.72,0.3
07/12/2017,52.55,9.96,1.09,0.88,2.56,46019.99,9.01,28.94,2750,26088.4,618,889.3,887.43,2058.08,560.65,0.35
08/12/2017,53.37,8.55,1.07,1.04,2,45762.83,9.18,29.17,2519.57,26314.6,607,890.85,884.23,2043.71,549.99,0.34
09/12/2017,52.67,8.79,1.1,1.03,2.6,46748.16,9.25,28.83,2458.33,23901.8,619,892.64,883.79,2090.55,556.57,0.36
10/12/2017,52.35,8.87,1.17,0.96,2.64,47012.08,9.13,29.21,2958.33,27068.6,624,902.61,884.21,2078.67,564.95,0.36
11/12/2017,52.56,8.91,1.17,0.96,2.7,46548.5,9.18,29.35,2458.33,25862.2,621,910.31,882.31,2067.43,567.66,0.27
12/12/2017,51.22,9.3,1.18,1.08,2.36,46836.91,9.21,29.25,2583.33,26013,632,917.37,884.99,2082.61,564.16,0.28
13/12/2017,50.85,9.64,1.19,0.77,2.36,46636.92,9.5,29.26,2958.33,26088.4,617,914.21,883.34,2067.92,564.14,0.31
14/12/2017,51.17,9.67,1.18,0.78,2.28,46166.41,9.54,29.54,2666.67,26013,623,918.98,882.74,2070.47,569.42,0.35
15/12/2017,51.54,9.67,1.16,0.83,2.6,47197.67,9.28,29.52,2797.49,25485.2,623,909.45,882.95,2070.3,569.37,0.37
16/12/2017,50.63,9.57,1.12,0.81,2.24,46670.62,9.68,29.62,2458.33,25862.2,623,921.65,878.06,2057.54,569.34,0.36
17/12/2017,50.58,9.69,1.17,0.84,3.02,46764.92,9.76,29.66,3125,25937.6,627,911.04,883.69,2052.51,569.86,0.3
18/12/2017,50.57,9.19,1.24,1.01,2.9,47054.17,9.73,29.7,3291.67,25636,625,913.57,882.33,2038.08,571.1,0.29
19/12/2017,50.7,8.75,1.26,1.1,2.72,46813.8,9.63,29.6,3125,25560.6,630,911.07,884.27,2043.74,569.16,0.32
20/12/2017,50.8,9.27,1.27,1.09,2.8,46969.88,9.6,29.76,3041.67,26013,633,924.89,881.99,2044.32,571.89,0.36
21/12/2017,50.37,9.95,1.35,0.96,2.72,46635.77,9.42,29.87,3375,25937.6,644,921.74,886.59,2037.6,574.72,0.35
22/12/2017,51.1,9.35,1.32,1,2.78,47010.9,9.61,29.87,4291.67,25786.8,637,898.09,885.56,2046.93,574.03,0.35
23/12/2017,51.42,9.37,1.27,1.12,2.99,47181.57,9.68,29.86,3916.67,25711.4,636,905.21,882.72,2062.32,573.79,0.32
24/12/2017,50.8,9.41,1.38,1.02,2.36,46480.57,9.55,29.9,3237.56,25711.4,632,915.02,884.81,2082.76,570.27,0.31
25/12/2017,50.66,9.39,1.32,1.02,2.32,46725.95,9.37,29.87,3375,26088.4,638,908.51,890.46,2082.29,575.55,0.37
26/12/2017,50.8,9.35,1.35,1.04,2.52,46954.52,9.53,29.87,3166.67,26088.4,632,910.76,884.23,2089.19,570.27,0.34
27/12/2017,50.29,8.98,1.36,1.02,2.6,47005.99,9.5,29.86,3041.67,25786.8,627,909.31,882,2099.65,568.87,0.31
28/12/2017,50.89,9.16,1.36,1.12,2.82,46986,9.56,29.87,3250,25937.6,628,899.1,888.36,2087.27,568.31,0.33
29/12/2017,50.62,8.63,1.31,1.12,3,46995.89,9.52,29.87,3791.67,26239.2,630,899.59,887.97,2065.08,568.99,0.39
30/12/2017,51.3,9.1,1.35,1.1,2.8,46679.63,9.58,29.87,4166.67,26239.2,625,896.63,886.15,2070.25,559.71,0.39
31/12/2017,50.25,9.37,1.28,1,2.46,46974.77,9.37,29.88,4000,25485.2,615,908.72,893.14,2071.23,550.91,0.5
01/01/2018,50.21,9.88,1.28,0.98,2.76,46987.55,9.45,29.86,3750,26314.6,634,906.95,893.19,2088.53,568.5,0.34
02/01/2018,50.45,9.15,1.2,0.98,2.5,46707.82,9.65,29.87,4458.33,26163.8,638,879.92,894.15,2074.89,566.33,0.38
03/01/2018,50.89,9.39,1.2,1.04,2.98,47147.73,9.51,29.87,4250,26013,619,890.4,894.43,2080.81,562.41,0.43
04/01/2018,50.53,9.31,1.22,1.14,3.14,46085.19,9.61,29.86,3875,26088.4,617,896.46,890.66,2073.37,5410.34,0.39
05/01/2018,50.91,9.26,1.26,1.16,2.88,46626.52,9.58,29.87,3458.33,22243,620,909.02,889.01,2090.75,560.9,0.35
06/01/2018,50.98,8.78,1.29,1.12,2.6,46418.85,9.63,29.86,3291.67,21639.8,624,915.2,891.52,2097.38,560.45,0.39
07/01/2018,50.74,9.17,1.39,1.13,3.6,46093.83,9.42,30.01,3500,21790.6,631,916.77,891.78,2107.33,564.11,0.41
08/01/2018,50.95,9.01,1.45,1.24,4.6,46053.34,9.6,30.08,3670.89,21413.6,625,893.05,890.06,2129.69,557.26,0.4
09/01/2018,50.07,9.16,1.47,1.08,3.52,46511.75,9.57,30.07,3083.33,21715.2,628,877.05,891.45,2092.59,564.56,0.49
10/01/2018,50.9,9.23,1.48,1.02,3.42,44015.6,9.55,30.44,671.64,6107.4,116,,,1878.64,107.08,0.64
11/01/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.42
12/01/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.07
13/01/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.38
14/01/2018,0,0,0,0,0,,,,0,0,0,,,,0,0
15/01/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.27
16/01/2018,0,0,0,0,0,,,,0,0,0,,,,0,0.32
17/01/2018,0,0,0,0,0,,8.95,27.61,483.87,9726.6,143,837.47,857.82,1772.16,125.84,0.32
18/01/2018,50.05,8.85,1.46,0.99,3.56,47410.95,9.64,29.68,0,25786.8,631,832,893.68,1972.27,555.28,0.14
19/01/2018,50.9,8.95,1.45,0.92,3.8,47380.04,9.54,29.54,166.67,23072.4,629,849.35,903.68,1936.06,553.52,0.14
20/01/2018,50.71,9.28,1.36,0.88,3.3,47337.46,9.55,29.46,0,17568.2,607,864.44,902.99,1904.04,548.46,0.16
21/01/2018,51.29,9.47,1.38,0.81,3.26,47831.29,9.43,29.04,0,15381.6,601,878.07,905.21,1914.22,546.18,0
22/01/2018,50.21,9.27,1.37,0.82,3.26,48002.02,9.48,28.9,375,11008.4,601,874.78,902.22,1875.45,543.18,0.16
23/01/2018,50.12,9.11,1.4,0.85,3.28,47961.3,9.42,29.91,833.33,18397.6,617,892.85,897.84,1879.56,563.79,0.19
24/01/2018,50.52,8.96,1.43,0.89,3.18,49821.84,9.53,29.9,1130.5,17417.4,618,884.04,901.64,1857.1,559.84,0.22
25/01/2018,51.01,9.16,1.41,0.89,3.04,49656.95,9.57,30.1,1875,14703,622,878.22,906.24,1847.22,566.36,0.19
26/01/2018,50.02,9.15,1.38,0.88,3.78,49841.59,9.37,29.93,2041.67,11083.8,619,881.56,904.73,1815.08,563.72,0.21
27/01/2018,49.37,8.86,1.35,0.88,3.54,49808.06,9.38,29.96,2416.67,11310,622,887.8,900.89,1784.46,564.34,0.22
28/01/2018,50.23,9.08,1.37,0.93,3.48,49858.93,9.5,29.96,2791.67,11008.4,622,880.85,904.93,1782,563.5,0.22
29/01/2018,50.19,9.01,1.39,0.95,3.22,49951.46,9.44,30.28,2708.33,11234.6,628,892.57,901.63,1769.55,570.12,0.09
30/01/2018,50.87,9.13,1.36,0.93,3.12,49923.69,9.49,30.51,2750,11234.6,634,890.94,902.2,1778.76,574.04,0.21
31/01/2018,49.99,9.08,1.37,0.92,3.14,49986.38,9.51,30.66,3208.33,11083.8,640,883.35,902.39,1810.15,576.32,0.27
01/02/2018,51.02,9.15,1.32,0.9,3.06,49956.09,9.66,30.21,2958.33,10933,629,881.78,903.08,1799.13,566.64,0.3
02/02/2018,50.48,9.12,1.35,0.81,3.22,49342.49,9.5,30.42,2283.3,11008.4,622,892.5,901.53,1812.36,563.48,0.29
03/02/2018,51.83,9.14,1.32,0.86,2.1,44200.29,9.52,30.15,2694.74,11159.2,618,890.62,906.82,1835.26,561.22,0.35
04/02/2018,51.5,9.24,1.33,0.85,2.26,48393.35,9.64,30.32,3041.67,10857.6,628,891.34,902.91,1847.37,569.94,0.29
05/02/2018,51.28,9.14,1.33,0.91,3.04,48549.46,9.66,30.35,2875,11385.4,629,902.83,901.37,1843.84,569.95,0.29
06/02/2018,51.07,9.11,1.35,0.85,2.9,49717.54,9.45,30.46,2339.83,11536.2,631,898.74,903.26,1848.56,571.46,0.25
07/02/2018,52.6,9.23,1.31,0.87,2.72,50406.91,9.68,30.64,2583.33,10857.6,639,901.49,901.11,1846.79,575.5,0.39
