Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,Temp. Amb. Prom *,Días Tostador,delta_P,ciclo_operativo
11/11/2023,52.77,8.55,1.20,1.03,3.78,50006.60,8.20,28.61,458.33,21905.77,624.00,886.36,912.14,2145.37,555.12,19.81,1.00,-19.23,23.00
12/11/2023,51.02,8.37,1.19,0.99,3.98,50403.64,8.28,28.79,333.33,23442.67,627.00,877.49,914.83,2195.90,557.76,19.56,1.00,50.53,23.00
13/11/2023,54.82,9.07,1.28,0.91,3.96,50387.48,8.93,28.81,541.67,25033.17,616.00,876.44,914.90,2179.44,555.59,18.46,1.00,-16.46,23.00
14/11/2023,50.58,8.46,1.36,0.92,3.22,50504.86,8.78,28.77,791.67,23820.70,616.00,874.42,915.31,2211.89,555.59,20.31,1.00,32.45,23.00
15/11/2023,50.94,9.66,1.33,0.97,3.56,50047.12,8.51,28.70,541.67,20539.14,616.00,882.60,916.79,2208.62,555.59,22.38,1.00,-3.27,23.00
16/11/2023,52.71,9.70,1.34,1.00,4.12,50187.62,8.53,28.71,583.33,24731.45,621.00,886.28,915.68,2231.86,559.99,23.16,1.00,23.24,23.00
17/11/2023,49.34,9.64,1.23,0.95,3.52,46278.82,8.14,28.70,393.70,12187.03,324.00,868.07,871.15,1861.99,298.63,13.60,0.53,-369.87,23.00
18/11/2023,48.71,9.51,1.22,1.13,3.60,0.00,8.00,27.24,0.00,1709.57,108.00,787.42,843.17,1492.79,108.55,7.40,0.19,-369.20,23.00
19/11/2023,0.00,0.00,0.00,0.00,0.00,49534.09,7.76,28.64,334.73,21022.12,622.00,855.52,913.24,2115.44,560.87,28.77,1.00,Error,23.00
20/11/2023,53.29,8.24,0.94,0.87,2.98,50249.18,7.94,28.83,208.33,16169.17,628.00,887.81,914.61,2129.99,566.15,25.93,1.00,637.20,23.00
21/11/2023,52.62,11.48,1.34,1.22,3.46,50241.01,8.31,28.86,250.00,31785.75,625.00,897.87,912.07,2129.83,564.25,26.60,1.00,-0.16,23.00
22/11/2023,49.38,11.49,1.27,1.01,4.24,49937.28,8.37,28.75,41.67,21584.15,631.00,902.48,909.33,1939.27,561.28,27.04,1.00,-190.56,23.00
23/11/2023,52.99,10.74,1.22,0.99,4.06,50190.04,8.34,28.76,125.00,23417.01,631.00,893.80,914.89,2160.45,561.98,25.18,1.00,221.18,23.00
24/11/2023,46.26,9.94,1.30,1.23,5.18,50421.37,8.39,28.63,791.67,26059.85,628.00,880.42,913.88,2194.51,558.64,27.46,1.00,34.07,23.00
25/11/2023,49.91,10.32,1.39,1.42,3.80,50090.48,8.77,28.58,875.00,25094.62,624.00,893.32,913.61,2181.21,555.12,24.02,1.00,-13.31,23.00
26/11/2023,48.28,10.50,1.34,1.36,3.36,50350.34,8.37,28.67,375.00,20643.75,629.00,884.53,913.61,2229.56,559.52,25.61,1.00,48.35,23.00
27/11/2023,47.66,10.48,1.39,1.45,3.34,50340.15,8.53,28.67,291.67,23553.08,628.00,886.84,912.86,2254.98,559.07,23.43,1.00,25.42,23.00
28/11/2023,53.11,10.64,1.44,1.41,4.14,50568.87,8.69,28.77,125.00,25038.97,624.00,886.50,911.30,2301.25,555.12,24.13,1.00,46.27,23.00
29/11/2023,48.27,10.63,1.35,1.47,3.84,50694.27,7.93,28.82,83.33,22394.83,630.00,893.12,912.31,2294.78,560.82,21.70,1.00,-6.47,23.00
30/11/2023,49.83,10.62,1.23,1.49,2.96,50483.44,8.48,28.80,458.33,27184.63,626.00,890.73,912.97,2350.21,556.88,24.53,1.00,55.43,23.00
01/12/2023,49.22,10.53,1.28,1.51,0.00,50951.02,8.17,28.84,416.67,24047.40,629.00,900.69,912.02,2403.35,559.52,28.77,1.00,53.14,23.00
02/12/2023,48.22,11.05,1.30,1.63,4.30,51352.76,8.22,28.85,83.33,21119.92,629.00,902.56,913.19,2486.39,559.52,25.00,1.00,83.04,23.00
03/12/2023,49.92,10.88,1.25,1.57,4.58,51287.00,8.16,28.87,583.33,25423.66,630.00,904.24,910.18,2457.03,560.40,22.37,1.00,-29.36,23.00
04/12/2023,50.43,10.90,1.31,1.61,4.30,51231.97,8.52,28.86,375.00,25626.72,627.00,899.80,910.74,2495.42,557.58,23.32,1.00,38.39,23.00
05/12/2023,49.00,11.28,1.34,1.55,4.54,51428.97,8.35,28.83,666.67,20932.07,628.00,901.20,906.63,2525.63,558.68,23.86,1.00,30.21,23.00
06/12/2023,49.64,10.82,1.36,1.65,3.72,51318.72,7.60,28.76,1208.33,20986.27,631.00,892.54,897.98,2474.66,561.92,23.17,1.00,-50.97,23.00
07/12/2023,49.68,11.16,1.38,1.72,3.82,51376.88,7.58,28.75,1333.33,25885.11,631.00,897.81,896.01,2530.41,561.38,24.36,1.00,55.75,23.00
08/12/2023,47.40,10.06,1.31,1.62,4.18,51333.25,7.53,28.57,1250.00,29157.52,628.00,891.37,893.67,2568.04,558.48,24.24,1.00,37.63,23.00
09/12/2023,45.88,10.30,1.31,1.74,3.44,51456.15,7.35,28.44,1000.00,23777.06,632.00,894.40,887.43,2546.06,556.16,23.74,1.00,-21.98,23.00
10/12/2023,46.47,9.91,1.21,1.72,3.90,51483.06,7.86,28.40,916.67,19610.15,621.00,885.42,891.80,2578.09,552.48,25.26,1.00,32.03,23.00
11/12/2023,57.20,6.49,1.54,0.77,2.84,50899.31,8.08,28.07,583.33,26910.46,613.00,880.56,892.20,2576.06,545.44,11.69,1.00,-2.04,23.00
12/12/2023,53.86,7.61,1.01,0.67,4.34,50479.57,7.90,28.10,708.33,23335.69,615.00,883.23,887.32,2525.05,547.20,11.24,1.00,-51.00,23.00
13/12/2023,48.78,9.74,1.22,1.46,4.40,50538.54,7.80,28.12,666.67,26384.48,616.00,887.03,894.22,2554.01,548.08,10.17,1.00,28.96,23.00
14/12/2023,53.62,10.86,1.33,1.66,3.86,50421.81,7.94,27.75,583.33,23484.38,606.00,887.41,893.15,2531.10,539.78,20.77,1.00,-22.91,23.00
15/12/2023,48.04,9.59,1.18,1.38,4.36,50338.11,7.96,27.77,583.33,31198.17,606.00,884.99,888.20,2520.11,539.98,24.60,1.00,-10.99,23.00
16/12/2023,47.97,9.71,1.13,1.38,3.30,50460.45,8.81,27.91,1083.33,25813.98,603.00,890.56,889.93,2486.61,537.56,22.94,1.00,-33.50,23.00
17/12/2023,49.81,9.51,1.06,1.33,4.40,50455.50,8.45,28.01,916.67,25438.81,609.00,890.64,895.55,2464.45,542.12,24.08,1.00,-22.16,23.00
18/12/2023,49.74,9.26,1.07,1.36,3.12,49810.43,8.45,28.14,928.92,22674.23,603.00,885.56,900.25,2536.79,537.08,25.49,0.99,72.34,23.00
19/12/2023,50.35,9.77,1.10,1.34,3.76,50358.21,8.73,28.19,1333.33,24597.20,611.00,881.96,897.34,2560.79,543.78,22.41,1.00,24.00,23.00
20/12/2023,50.11,9.71,1.11,1.35,3.10,50314.27,8.44,28.23,1791.67,25554.76,612.00,879.84,899.48,2541.86,546.16,22.00,1.00,-18.93,23.00
21/12/2023,47.74,10.31,1.17,1.21,2.82,50321.21,8.38,28.33,1878.91,24180.04,615.00,878.41,898.87,2528.36,547.20,25.01,1.00,-13.49,23.00
22/12/2023,47.21,9.87,1.16,1.10,4.02,50465.73,8.49,28.29,2041.67,26652.86,609.00,880.38,902.16,2556.03,542.28,24.93,1.00,27.66,23.00
23/12/2023,49.76,10.71,1.22,1.08,3.36,50436.53,8.45,28.36,2045.93,24286.59,609.00,879.83,896.37,2543.13,541.96,25.42,1.00,-12.90,23.00
24/12/2023,50.10,10.11,1.23,1.04,3.68,50215.79,8.27,28.28,2333.33,28400.10,610.00,876.16,901.43,2531.97,543.32,26.88,1.00,-11.16,23.00
25/12/2023,48.86,10.63,1.30,1.05,3.52,50127.23,8.26,28.27,1958.33,23984.54,609.00,881.03,900.81,2524.40,542.92,27.46,1.00,-7.57,23.00
26/12/2023,49.71,10.71,1.24,1.05,3.32,50196.76,8.15,28.39,1795.41,22905.89,612.00,887.24,896.30,2510.14,544.72,30.27,1.00,-14.26,23.00
27/12/2023,50.01,10.22,1.26,1.03,3.18,50513.22,8.09,28.50,1625.00,24668.56,617.00,891.45,897.67,2518.39,548.38,34.65,1.00,8.25,23.00
28/12/2023,53.74,11.23,1.37,1.07,3.48,50315.49,8.02,28.40,1752.43,25088.07,613.00,903.63,898.70,2531.47,545.94,26.82,1.00,13.07,23.00
29/12/2023,48.79,10.31,1.26,0.94,3.36,50299.40,8.26,28.55,1672.47,28144.06,614.00,901.59,894.96,2528.52,546.78,33.72,1.00,-2.94,23.00
30/12/2023,51.06,10.87,1.29,1.06,3.10,50402.34,8.05,28.60,1458.33,20103.69,618.00,903.69,894.30,2490.54,550.48,33.11,1.00,-37.98,23.00
31/12/2023,49.15,10.42,1.26,0.97,3.18,50304.54,8.36,28.48,1333.33,20766.75,605.00,907.01,897.92,2522.88,538.40,25.55,1.00,32.34,23.00
01/01/2024,50.91,10.68,1.23,1.00,3.02,50321.90,8.40,28.72,1000.00,27133.17,619.00,913.86,886.37,2480.65,550.52,31.36,1.00,-42.23,23.00
02/01/2024,48.52,10.24,1.17,1.08,3.26,50446.78,8.12,28.61,1166.67,25209.44,618.00,910.94,891.46,2482.75,550.06,33.06,1.00,2.09,23.00
03/01/2024,48.80,10.06,0.46,1.09,3.42,49465.47,8.36,28.23,1250.00,24369.96,608.00,909.56,892.40,2406.39,541.20,29.03,1.00,-76.36,23.00
04/01/2024,47.89,9.42,1.03,1.06,2.70,48518.45,7.94,28.10,1333.33,26710.97,608.00,917.93,894.65,2397.63,541.54,32.51,1.00,-8.76,23.00
05/01/2024,48.02,10.16,1.15,1.04,3.20,48593.64,8.22,28.27,1250.00,26299.41,610.00,911.35,899.57,2429.12,543.16,28.45,1.00,31.49,23.00
06/01/2024,49.04,9.89,1.17,1.15,4.50,48266.58,8.54,28.34,1250.00,22525.74,610.00,906.76,903.66,2407.94,542.80,26.08,1.00,-21.18,23.00
07/01/2024,49.23,9.29,1.22,1.10,4.38,48363.71,8.48,28.06,1583.33,24542.27,604.00,900.40,894.97,2326.26,537.52,21.50,1.00,-81.68,23.00
08/01/2024,49.05,9.46,1.14,1.26,4.02,48166.34,7.66,27.86,1250.00,24253.89,605.00,902.39,897.34,2345.57,538.40,31.26,1.00,19.31,23.00
09/01/2024,50.44,9.00,1.17,1.22,4.18,47984.78,8.44,27.77,1375.00,24099.65,598.00,902.77,899.51,2355.43,532.24,31.63,1.00,9.87,23.00
10/01/2024,49.37,9.14,1.20,1.22,3.98,48390.81,8.44,27.77,1458.33,27070.00,598.00,892.76,898.13,2367.44,532.24,32.48,1.00,12.00,23.00
11/01/2024,50.27,9.74,1.28,1.48,3.64,48433.39,8.23,27.75,1208.33,26230.52,598.00,896.69,905.14,2441.06,532.74,36.42,1.00,73.62,23.00
12/01/2024,49.93,9.75,1.29,1.26,3.82,48503.87,9.08,27.75,1000.00,22101.58,593.00,897.43,907.47,2464.19,527.84,35.91,1.00,23.13,23.00
13/01/2024,49.65,8.95,1.16,1.02,3.76,48500.55,7.77,27.75,1083.33,30290.81,608.00,902.62,902.02,2472.36,535.04,36.80,1.00,8.17,23.00
14/01/2024,45.93,8.56,1.07,1.05,4.10,48376.22,8.36,27.76,958.33,30711.89,598.00,905.35,903.98,2453.12,532.24,36.65,1.00,-19.24,23.00
15/01/2024,50.80,9.28,1.17,1.14,4.06,48276.80,8.92,27.68,1045.30,28537.75,590.00,902.65,909.16,2474.89,525.20,34.58,1.00,21.77,23.00
16/01/2024,53.48,9.28,1.11,1.32,4.12,48478.57,8.08,27.76,916.67,23357.32,600.00,906.54,896.93,2458.76,534.00,30.28,1.00,-16.13,23.00
17/01/2024,50.50,9.09,1.32,0.91,3.54,46896.75,8.84,27.64,980.81,21995.54,578.00,902.03,903.29,2425.51,514.64,36.40,0.98,-33.25,23.00
18/01/2024,48.56,10.26,1.45,0.95,4.34,48415.81,8.50,27.88,708.33,29132.94,595.00,914.34,901.61,2486.97,529.94,37.70,1.00,61.46,23.00
19/01/2024,50.08,9.16,1.28,0.87,4.80,48042.50,7.72,27.70,500.00,20746.31,597.00,915.72,902.76,2471.01,531.36,40.02,1.00,-15.96,23.00
20/01/2024,0.00,0.00,0.00,0.00,0.00,48463.71,8.26,27.93,166.67,28075.62,598.00,919.62,897.42,2484.02,532.24,31.81,1.00,Error,23.00
21/01/2024,48.71,8.60,1.28,1.02,3.46,48432.49,8.69,27.92,0.00,20288.54,595.00,916.36,895.84,2493.97,529.60,27.64,1.00,22.96,23.00
22/01/2024,50.26,9.39,1.28,0.83,3.40,48494.26,8.59,27.74,125.00,26771.91,592.00,910.68,898.31,2496.66,526.96,32.63,1.00,2.69,23.00
23/01/2024,52.70,9.72,1.27,0.78,3.26,48539.21,8.08,27.57,291.67,27576.05,592.00,909.18,898.66,2487.70,526.96,31.72,1.00,-8.97,23.00
24/01/2024,51.64,9.64,0.48,0.86,0.00,48400.50,8.58,27.45,500.00,28900.51,586.00,906.72,896.78,2470.52,521.68,32.27,1.00,-17.18,23.00
25/01/2024,52.97,9.61,1.22,0.87,3.70,48444.19,8.70,27.65,583.33,29087.80,589.00,907.14,897.59,2471.45,525.08,31.54,1.00,0.93,23.00
26/01/2024,48.79,9.42,1.27,0.80,4.60,47987.74,8.14,27.50,583.33,25166.17,590.00,912.44,899.69,2460.08,525.20,33.48,1.00,-11.37,23.00
27/01/2024,53.86,9.28,1.24,0.83,3.94,48371.49,7.85,27.63,333.33,26728.44,587.00,921.66,896.95,2468.37,530.42,30.42,1.00,8.29,23.00
28/01/2024,57.06,9.28,1.29,0.86,3.72,47672.25,8.20,27.53,251.05,19503.77,580.00,911.34,898.07,2391.04,524.26,37.10,1.00,-77.33,23.00
29/01/2024,50.11,9.91,1.20,1.16,4.58,48464.69,7.86,27.67,125.00,26707.35,587.00,917.16,892.19,2423.66,530.42,33.67,1.00,32.62,23.00
30/01/2024,49.73,9.36,1.17,1.12,3.32,48184.79,8.85,27.86,166.67,29498.51,581.00,923.70,889.91,2423.20,523.18,26.60,1.00,-0.46,23.00
31/01/2024,49.47,9.41,1.15,1.10,3.78,48419.95,8.53,28.20,84.03,23615.80,585.00,938.03,888.04,2425.90,526.70,32.13,0.99,2.70,23.00
01/02/2024,52.72,9.45,1.19,1.06,4.82,48408.46,8.11,28.17,0.00,26303.46,593.00,936.76,893.12,2423.60,533.74,36.54,1.00,-2.31,23.00
02/02/2024,51.59,8.94,1.17,1.06,4.04,48409.48,8.16,28.17,83.33,32250.11,593.00,932.26,893.83,2415.05,533.74,34.14,1.00,-8.55,23.00
03/02/2024,50.56,9.54,1.22,0.96,4.20,48308.03,7.89,28.11,0.00,26357.52,592.00,932.74,889.60,2419.44,532.86,24.53,1.00,4.40,23.00
04/02/2024,50.70,9.48,1.22,0.97,4.58,48322.89,8.12,28.17,41.67,25452.03,593.00,933.87,897.83,2396.07,533.74,36.17,1.00,-23.37,23.00
05/02/2024,50.23,9.32,1.24,0.96,4.30,48047.63,8.27,28.15,41.87,24816.23,588.00,936.57,891.63,2364.16,529.34,25.82,1.00,-31.91,23.00
06/02/2024,0.00,0.00,0.00,0.00,0.00,45409.10,7.77,29.59,0.00,0.00,120.00,881.87,0.00,1537.87,105.60,6.17,0.21,0.00,24.00
07/02/2024,53.36,8.88,1.24,1.31,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.00,24.00
08/02/2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,0.00,24.00
09/02/2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
10/02/2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,24.00
11/02/2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,24.00
12/02/2024,0.00,0.00,0.00,0.00,0.00,0.00,7.00,27.08,0.00,0.00,114.00,851.46,871.40,1497.50,100.32,5.46,0.22,0.00,24.00
13/02/2024,48.22,9.67,1.14,0.82,4.10,47168.21,7.52,28.09,41.67,31550.01,607.00,866.94,876.99,1854.75,534.16,15.10,1.00,-509.40,24.00
14/02/2024,50.20,9.10,1.11,1.43,3.50,48035.79,7.82,28.35,0.00,25723.39,611.00,875.48,875.20,1910.82,537.68,21.09,1.00,56.07,24.00
15/02/2024,50.76,10.17,1.27,1.11,4.18,48760.90,7.45,28.37,0.00,24745.47,601.00,873.83,865.22,1908.10,541.76,25.11,1.00,-2.72,24.00
16/02/2024,52.22,8.64,1.18,1.37,5.74,48796.18,8.23,29.00,0.00,27133.85,610.00,882.35,871.29,1899.87,548.70,28.02,1.00,-8.24,24.00
17/02/2024,52.17,8.98,1.18,1.40,4.90,49283.09,7.83,29.17,0.00,22801.97,617.00,886.44,869.96,1898.85,554.86,22.93,1.00,-1.01,24.00
18/02/2024,54.31,9.10,1.18,1.42,4.80,48563.14,8.09,29.17,0.00,24655.34,615.00,889.36,875.91,1905.08,553.10,26.47,1.00,6.23,24.00
19/02/2024,50.89,10.47,1.13,1.40,4.44,48536.21,7.64,29.17,0.00,24785.57,618.00,900.65,874.31,1921.86,555.74,33.11,1.00,16.78,24.00
20/02/2024,46.70,11.05,1.18,1.41,5.16,48439.63,8.50,29.17,0.00,23728.98,612.00,906.96,869.06,1933.89,550.46,25.48,1.00,12.03,24.00
21/02/2024,50.70,10.09,1.18,1.22,4.44,49863.80,7.89,29.17,0.00,24583.24,616.00,909.45,875.90,1988.88,553.98,31.31,1.00,55.00,24.00
22/02/2024,51.02,9.17,1.25,1.09,3.90,50031.11,7.99,29.17,0.00,25956.30,616.00,904.95,877.44,2024.55,553.98,32.58,1.00,35.67,24.00
23/02/2024,50.98,8.72,1.25,1.06,3.90,50078.36,8.18,29.16,0.00,23990.74,614.00,899.50,877.55,2005.64,552.22,28.33,1.00,-18.91,24.00
24/02/2024,52.69,9.37,1.25,1.15,3.28,49471.89,7.34,29.17,0.00,25353.66,620.00,896.70,878.47,1984.64,557.50,28.61,1.00,-21.00,24.00
25/02/2024,52.86,9.39,1.22,1.22,4.08,49555.80,8.64,29.17,0.00,24832.43,611.00,915.23,880.77,2018.46,549.58,30.04,1.00,33.82,24.00
26/02/2024,52.90,9.37,1.25,1.13,3.28,49564.58,7.70,29.17,0.00,24637.61,618.00,932.46,874.73,1969.27,555.74,27.66,1.00,-49.18,24.00
27/02/2024,50.73,11.91,1.30,1.13,2.56,49786.07,8.17,29.17,0.00,25574.59,614.00,940.82,880.26,1965.60,552.22,28.48,1.00,-3.67,24.00
28/02/2024,46.45,11.27,0.20,1.27,4.08,49893.66,7.96,29.15,0.00,24909.62,616.00,935.56,883.96,2034.75,553.98,23.87,1.00,69.15,24.00
29/02/2024,50.31,10.53,1.38,1.07,3.96,49855.19,8.58,29.18,0.00,25375.72,604.00,921.33,895.18,2072.69,544.58,29.32,1.00,37.94,24.00
01/03/2024,52.72,9.45,1.19,1.06,4.82,47176.09,8.27,28.45,42.70,20423.19,584.00,909.76,886.40,2015.18,519.82,29.90,0.98,-57.51,24.00
02/03/2024,49.84,10.06,1.58,0.95,3.84,48303.22,9.69,28.97,0.00,28689.75,594.00,906.44,884.04,2005.21,534.62,27.44,1.00,-9.97,24.00
03/03/2024,49.38,9.33,1.39,1.13,3.68,49769.71,8.40,28.96,0.00,25574.59,603.00,901.19,876.24,1969.57,542.54,26.40,1.00,-35.65,24.00
04/03/2024,49.77,9.38,1.16,1.30,3.98,49770.68,8.94,28.97,0.00,22935.54,600.00,906.66,875.29,1972.97,539.90,25.81,1.00,3.40,24.00
05/03/2024,50.53,8.78,1.25,1.23,4.60,49864.13,8.82,28.97,0.00,24137.25,600.00,900.11,884.82,2011.12,539.90,26.26,1.00,38.16,24.00
06/03/2024,48.88,9.36,1.12,1.31,4.70,49435.67,9.44,28.97,0.00,27228.63,596.00,901.78,880.08,1995.64,536.38,27.41,1.00,-15.48,24.00
07/03/2024,50.65,9.10,1.03,1.11,3.52,48189.32,8.55,28.60,0.00,21118.70,585.00,907.67,887.40,1966.15,526.70,27.85,0.99,-29.49,24.00
08/03/2024,51.61,9.76,0.96,1.21,3.68,48032.69,8.35,28.71,0.00,12418.69,359.00,856.07,889.79,1987.19,327.82,19.72,0.62,21.04,24.00
09/03/2024,0.00,0.00,0.00,0.00,0.00,38242.68,6.57,26.41,0.00,5609.09,152.00,815.16,866.37,1809.98,133.76,8.10,0.29,Error,24.00
10/03/2024,0.00,0.00,0.00,0.00,0.00,47911.33,7.43,28.50,0.00,22509.15,598.00,876.84,888.36,2019.29,537.94,23.00,1.00,Error,24.00
11/03/2024,47.77,10.32,0.96,1.41,3.84,49966.15,8.54,28.86,0.00,24642.85,600.00,885.48,891.71,1988.97,539.70,22.14,1.00,178.99,24.00
12/03/2024,49.76,9.49,0.91,1.44,4.44,50120.87,8.91,29.22,333.33,23591.50,610.00,886.35,894.67,2044.71,543.90,28.29,1.00,55.74,24.00
13/03/2024,48.81,9.56,0.95,1.51,3.60,50123.14,9.48,29.27,166.67,25484.54,608.00,895.18,896.22,2121.85,541.08,31.62,1.00,77.15,24.00
14/03/2024,48.42,9.33,1.01,0.96,4.24,49903.22,9.56,29.27,0.00,24306.30,607.00,905.55,886.68,2097.09,541.06,31.10,1.00,-24.76,24.00
15/03/2024,49.25,9.09,1.00,0.85,4.98,48317.62,8.11,29.27,0.00,23165.98,618.00,924.40,886.99,2079.76,549.84,30.32,1.00,-17.34,24.00
16/03/2024,49.88,8.79,1.06,0.82,5.20,48162.07,9.73,28.94,0.00,25943.39,599.00,942.21,888.92,2094.80,533.12,26.66,1.00,15.04,24.00
17/03/2024,48.79,8.81,1.04,0.80,4.52,48184.85,8.70,28.87,0.00,27272.63,605.00,937.37,887.88,2119.28,538.40,28.90,1.00,24.48,24.00
18/03/2024,50.33,9.12,1.10,0.77,4.60,44975.83,8.49,28.56,43.38,19233.51,575.00,942.04,886.26,2039.18,512.00,26.11,0.96,-80.10,24.00
19/03/2024,51.06,8.32,1.17,0.63,3.24,47914.04,8.79,28.97,0.00,25181.52,607.00,945.49,883.45,2137.83,540.16,20.95,1.00,98.65,24.00
20/03/2024,49.34,8.17,1.35,0.65,4.40,44835.30,8.79,28.97,416.67,26499.16,607.00,956.56,892.54,2145.86,540.16,25.51,1.00,8.03,24.00
21/03/2024,52.65,8.46,1.25,0.61,3.76,44167.14,9.33,28.96,291.67,25184.83,603.00,942.68,907.70,2183.39,536.64,26.90,1.00,37.53,24.00
22/03/2024,53.17,8.03,1.20,0.61,3.68,44219.63,7.53,28.45,125.00,24882.78,604.00,969.24,896.12,2176.59,537.52,24.77,1.00,-6.80,24.00
23/03/2024,50.95,8.10,1.24,0.58,4.10,43837.83,8.83,29.21,83.33,23880.53,612.00,1013.88,903.62,2102.44,544.56,25.27,1.00,-74.15,24.00
24/03/2024,52.97,8.13,1.19,0.51,4.06,44071.28,9.46,29.36,125.00,24923.98,611.00,905.02,912.41,2176.60,543.68,34.12,1.00,74.17,24.00
25/03/2024,50.89,8.29,1.30,0.58,5.44,44228.96,7.73,29.40,0.00,24303.39,624.00,916.26,899.12,2219.98,555.12,28.34,1.00,43.37,24.00
26/03/2024,46.69,8.20,1.30,0.56,3.92,45167.94,8.89,29.41,0.00,24786.19,616.00,881.55,897.41,2277.20,548.08,27.00,1.00,57.22,24.00
27/03/2024,48.02,8.43,1.40,0.58,3.48,45169.45,8.20,29.35,41.70,24226.56,619.00,888.86,898.31,2288.86,550.72,28.78,1.00,11.66,24.00
28/03/2024,53.61,7.62,1.21,0.59,3.52,45241.55,9.43,29.41,0.00,23552.76,612.00,880.96,894.42,2185.04,544.56,29.87,1.00,-103.82,24.00
29/03/2024,52.07,8.27,1.23,0.62,4.20,45232.51,8.10,29.37,83.33,25485.16,620.00,869.44,906.78,2133.95,551.60,31.46,1.00,-51.09,24.00
30/03/2024,50.53,7.90,1.14,0.59,4.72,45215.42,7.87,29.37,125.00,26954.18,622.00,865.96,903.99,2119.44,553.36,32.35,1.00,-14.51,24.00
31/03/2024,52.28,7.75,1.12,0.62,4.96,45234.82,8.46,29.48,125.00,24445.71,620.00,869.16,903.85,2091.64,551.60,31.30,1.00,-27.80,24.00
01/04/2024,52.25,7.93,1.10,0.62,0.00,45236.13,8.39,29.33,125.00,20518.16,617.00,878.98,895.55,2048.19,548.96,23.41,1.00,-43.45,24.00
02/04/2024,0.00,0.00,0.00,0.00,0.00,45288.51,7.52,29.83,250.00,28184.30,635.00,885.87,895.28,2063.02,564.80,21.89,1.00,Error,24.00
03/04/2024,49.99,8.41,1.10,0.64,4.38,45204.23,8.05,29.78,375.00,23742.77,630.00,887.25,898.83,2073.86,560.40,15.22,1.00,25.67,24.00
04/04/2024,48.88,9.85,0.97,1.02,4.18,45244.40,8.98,29.85,750.00,19421.73,625.00,882.76,901.38,2044.70,556.00,17.31,1.00,-29.15,24.00
05/04/2024,51.98,8.60,1.28,0.68,3.86,45228.17,8.45,29.86,916.67,24207.48,629.00,874.24,902.19,2052.92,559.52,21.26,1.00,8.22,24.00
06/04/2024,50.11,8.95,1.26,0.61,4.36,45204.47,9.35,29.87,625.43,24850.95,622.43,884.66,899.46,2092.23,553.36,23.61,1.00,39.31,24.00
07/04/2024,50.92,8.91,1.24,0.67,3.50,45254.92,8.16,29.86,291.67,23084.71,631.00,895.77,894.99,2130.36,561.28,23.61,1.00,38.13,24.00
08/04/2024,49.08,9.45,1.34,0.60,3.68,44527.80,9.09,29.28,41.67,22687.00,611.00,899.57,898.83,2195.83,543.68,23.50,1.00,65.47,24.00
09/04/2024,58.78,9.27,1.29,0.61,4.78,44276.14,9.15,29.01,83.33,26781.39,605.00,890.20,901.99,2153.98,538.40,22.33,1.00,-41.85,24.00
10/04/2024,50.53,8.96,1.21,0.67,3.90,43854.18,8.84,28.26,125.00,18410.42,591.00,871.83,898.63,2133.16,526.08,20.73,1.00,-20.82,24.00
11/04/2024,52.44,8.32,1.16,0.70,3.48,44322.55,9.92,29.00,41.67,25337.74,599.00,866.51,898.08,2066.60,533.12,15.50,1.00,-66.56,24.00
12/04/2024,50.94,8.38,1.09,0.72,3.74,42522.19,8.67,29.07,125.00,26530.87,610.00,863.62,906.15,2038.82,542.80,17.34,1.00,-27.78,24.00
13/04/2024,49.15,8.36,1.07,0.69,3.46,43292.25,9.49,29.31,541.67,20410.27,609.00,859.47,913.33,2104.53,541.92,20.59,1.00,65.71,24.00
14/04/2024,52.53,8.10,1.13,0.62,3.42,43620.24,9.35,29.59,666.67,25809.98,616.00,854.80,911.62,2067.53,548.08,22.18,1.00,-37.00,24.00
15/04/2024,49.99,8.04,1.11,0.67,3.32,43502.88,8.61,29.67,583.33,23844.65,623.00,860.25,912.51,2094.50,554.24,25.11,1.00,26.97,24.00
16/04/2024,51.97,8.26,1.40,0.79,3.78,44081.21,9.14,29.78,1041.67,25571.70,622.00,863.36,914.06,2129.40,553.36,26.66,1.00,34.90,24.00
17/04/2024,53.18,7.71,0.97,0.80,3.08,44484.42,9.21,29.85,916.67,22850.08,623.00,856.30,909.72,2095.39,554.24,25.36,1.00,-34.01,24.00
