Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,Temp. Amb. Prom *,Días Tostador,delta_P,ciclo_operativo
18/02/2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.76,0.00,0.00,15.00
19/02/2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,0.00,0.00,15.00
20/02/2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.73,0.00,0.00,15.00
21/02/2021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,0.00,0.00,15.00
22/02/2021,0.00,0.00,0.00,0.00,0.00,39503.34,8.83,27.53,0.00,6032.00,167.00,806.50,904.81,1827.06,146.96,7.61,0.29,0.00,15.00
23/02/2021,50.02,7.93,1.49,1.66,3.10,46165.02,9.49,28.38,716.29,24278.80,585.00,834.11,911.68,2041.59,526.04,31.53,0.99,10.18,15.00
24/02/2021,50.55,8.46,1.63,1.42,2.64,49375.13,9.48,29.16,338.03,26239.20,605.00,882.55,908.44,2044.60,538.37,40.44,0.99,3.01,15.00
25/02/2021,50.12,8.73,1.54,1.48,2.58,49996.77,9.58,29.21,458.33,25032.80,610.00,893.82,912.59,2108.56,550.35,33.87,1.00,63.96,15.00
26/02/2021,49.14,9.76,1.58,1.11,2.70,49992.23,9.43,29.08,333.56,25183.60,613.00,896.29,910.19,2125.10,547.98,34.32,1.00,16.54,15.00
27/02/2021,49.94,9.26,1.62,1.06,1.64,49992.23,9.54,72.93,458.33,24655.80,636.00,896.29,910.19,2125.10,568.22,34.32,1.00,0.00,15.00
28/02/2021,50.59,8.98,1.66,1.32,2.92,49998.47,9.48,29.12,251.40,24203.40,635.00,904.92,910.37,2104.52,567.34,38.21,0.99,-20.58,15.00
01/03/2021,50.19,8.96,1.67,1.20,3.04,50003.81,9.35,29.21,83.33,25485.20,623.00,918.70,902.80,2108.45,556.78,34.17,1.00,3.93,15.00
02/03/2021,50.45,9.30,1.63,1.08,3.16,49971.53,9.49,42.02,0.00,25636.00,624.00,925.55,891.17,2081.86,557.66,34.99,1.00,-26.59,15.00
03/03/2021,49.15,9.72,1.59,0.91,3.10,49997.37,9.46,29.25,0.00,25711.40,624.00,924.35,903.12,2109.47,557.66,39.73,1.00,27.61,15.00
04/03/2021,49.01,9.81,1.08,1.80,3.06,49991.92,9.48,29.25,0.00,25636.00,632.00,921.24,905.96,2093.00,556.16,39.15,1.00,-16.47,15.00
05/03/2021,49.64,9.71,1.59,0.89,3.22,50004.65,9.40,29.33,0.00,25259.00,626.00,920.75,904.26,2127.38,559.42,39.29,1.00,34.38,15.00
06/03/2021,48.63,10.38,1.56,0.86,3.04,49357.37,9.38,29.10,0.00,25560.60,629.00,910.00,895.82,2151.49,553.52,39.02,1.00,24.11,15.00
07/03/2021,49.23,9.30,1.47,1.05,3.16,48651.39,9.59,28.53,0.00,25862.20,603.00,892.77,905.16,2113.36,543.16,31.93,1.00,-38.13,15.00
08/03/2021,49.89,9.50,1.46,0.92,3.32,49649.54,9.48,28.80,0.00,25636.00,627.00,897.42,906.91,2074.74,561.15,21.75,1.00,-38.62,15.00
09/03/2021,49.19,10.19,1.50,0.93,3.06,49998.46,9.58,28.54,0.00,21262.80,617.00,880.85,903.37,2087.64,555.98,34.98,1.00,12.90,15.00
10/03/2021,47.57,10.66,1.64,0.84,3.16,49999.22,9.58,28.57,0.00,25485.20,617.00,880.45,897.20,2072.95,555.98,35.53,1.00,-14.69,15.00
11/03/2021,49.17,10.56,1.61,0.86,3.96,50000.55,9.58,28.57,0.00,25937.60,625.00,880.92,900.00,2071.89,563.02,36.72,1.00,-1.06,15.00
12/03/2021,49.12,10.03,1.59,0.94,3.22,49997.40,9.58,28.56,0.00,25711.40,625.00,879.44,898.66,2086.19,563.14,33.71,1.00,14.30,15.00
13/03/2021,49.72,10.32,1.57,1.00,3.26,49994.61,9.53,28.57,0.00,25560.60,626.00,876.54,904.22,2096.77,563.78,33.90,1.00,10.58,15.00
14/03/2021,49.77,10.71,1.58,1.09,3.16,50001.99,9.49,28.49,0.00,26088.40,625.00,875.32,910.69,2107.37,562.90,38.44,1.00,10.60,15.00
15/03/2021,48.76,11.13,1.59,0.95,3.24,49998.76,9.45,28.48,0.00,23901.80,625.00,875.79,911.71,2101.35,562.69,39.74,1.00,-6.02,15.00
16/03/2021,49.03,10.81,1.58,1.03,3.16,50002.72,9.43,28.52,0.00,27219.40,626.00,878.63,909.81,2098.24,563.59,36.75,1.00,-3.11,15.00
17/03/2021,49.42,11.18,1.63,1.08,3.32,50003.77,9.48,28.53,0.00,25937.60,626.00,879.68,904.31,2089.57,563.62,32.70,1.00,-8.67,15.00
18/03/2021,47.62,11.14,1.63,1.14,3.14,49821.03,9.51,28.57,0.00,25485.20,626.00,876.99,904.12,2056.49,563.62,34.66,1.00,-33.08,15.00
19/03/2021,48.78,10.93,1.68,1.17,3.18,50000.96,9.51,28.54,0.00,25636.00,638.00,876.78,900.75,2048.24,561.44,34.80,1.00,-8.25,15.00
20/03/2021,48.75,10.62,1.57,1.11,2.96,49371.69,9.29,28.54,0.00,25636.00,631.00,891.21,889.68,2032.78,567.69,36.05,1.00,-15.46,15.00
21/03/2021,49.87,9.97,1.71,1.15,2.96,49276.37,9.31,28.57,0.00,25937.60,644.00,876.82,894.94,2052.64,566.72,33.55,1.00,19.86,15.00
22/03/2021,50.33,8.40,1.64,0.99,2.92,50001.49,9.57,28.57,0.00,25485.20,630.00,874.86,889.68,2023.62,566.49,34.90,1.00,-29.02,15.00
23/03/2021,52.36,7.90,1.51,1.14,2.24,49998.84,9.53,28.57,0.00,25636.00,631.00,873.64,884.25,2020.15,567.37,32.07,1.00,-3.47,15.00
24/03/2021,52.31,7.78,1.61,1.05,2.78,49523.88,9.50,28.56,0.00,25711.40,631.00,865.39,888.79,2019.56,567.29,36.64,1.00,-0.59,15.00
25/03/2021,53.56,7.60,1.49,1.07,2.34,48059.56,9.49,28.54,0.00,25711.40,632.00,861.82,897.63,2017.35,569.51,34.22,1.00,-2.21,15.00
26/03/2021,52.93,7.56,1.44,1.21,2.14,49574.14,9.72,28.55,41.78,24882.00,629.00,860.49,895.79,2028.93,566.87,33.53,1.00,11.59,15.00
27/03/2021,51.76,7.91,1.44,1.24,2.32,49998.00,9.43,28.57,0.00,25636.00,633.00,866.61,896.37,2021.24,570.39,33.54,1.00,-7.69,15.00
28/03/2021,0.00,0.00,0.00,0.00,0.00,49645.90,9.56,28.57,0.00,25786.80,633.00,864.84,888.76,2010.01,569.83,32.27,1.00,Error,15.00
29/03/2021,52.81,7.90,1.47,1.35,2.52,49997.61,9.55,28.57,0.00,25636.00,633.00,860.54,890.38,2013.45,569.55,24.13,1.00,-7.79,15.00
30/03/2021,53.78,7.86,1.51,1.30,2.60,49995.88,9.65,28.59,0.00,25711.40,627.00,856.99,890.45,2031.81,569.83,27.10,1.00,18.36,15.00
31/03/2021,53.12,8.02,1.53,1.28,2.28,49752.64,9.63,28.56,0.00,25334.40,640.00,859.78,886.33,2037.89,581.24,29.40,1.00,6.07,15.00
01/04/2021,54.72,8.08,1.50,1.16,2.78,49110.85,9.49,28.57,0.00,26163.80,628.00,865.59,887.16,2055.05,570.94,32.02,1.00,17.17,15.00
02/04/2021,53.20,8.74,1.49,1.23,2.64,48762.38,9.68,28.68,0.00,25560.60,629.00,862.68,884.03,2042.35,571.82,21.76,1.00,-12.71,15.00
03/04/2021,51.34,9.16,1.49,1.19,3.18,48499.39,9.73,29.13,0.00,24354.20,610.00,869.98,895.17,2048.63,553.62,33.80,0.96,6.28,15.00
04/04/2021,50.07,9.43,1.52,1.27,2.78,48498.56,9.66,28.94,0.00,25937.60,636.00,875.42,890.26,2040.74,576.55,27.78,1.00,-7.89,15.00
05/04/2021,51.03,9.40,1.55,1.22,3.12,49254.75,9.58,28.97,0.00,25636.00,636.00,882.35,886.95,2051.65,578.24,29.94,1.00,10.91,15.00
06/04/2021,51.42,9.12,1.56,1.30,2.58,49994.92,9.48,29.19,0.00,25786.80,636.00,885.55,882.98,2054.07,583.10,32.33,1.00,2.41,15.00
07/04/2021,51.08,9.39,1.57,1.26,2.60,50000.24,9.50,29.37,0.00,25259.00,641.00,890.02,888.48,2060.93,586.50,33.50,1.00,6.86,15.00
08/04/2021,50.54,8.96,1.59,1.31,2.04,49958.92,9.50,29.47,0.00,26163.80,632.00,891.26,888.96,2067.87,579.79,31.49,1.00,6.94,15.00
09/04/2021,49.81,9.56,1.60,1.30,2.80,49994.28,9.54,29.56,0.00,25560.60,635.00,882.48,893.56,2100.93,581.07,29.21,1.00,33.07,15.00
10/04/2021,51.36,9.48,1.57,1.25,2.74,50000.57,9.38,29.47,0.00,25786.80,634.00,875.07,903.88,2136.36,580.19,31.20,1.00,35.43,15.00
11/04/2021,52.46,10.15,1.72,1.19,2.64,50002.83,9.51,29.54,0.00,25786.80,635.00,878.02,910.50,2121.92,580.55,35.60,1.00,-14.44,15.00
12/04/2021,0.00,0.00,0.00,0.00,0.00,49999.52,9.51,29.48,0.00,25786.80,634.00,905.39,907.94,2126.55,579.33,33.61,1.00,Error,15.00
13/04/2021,50.07,9.84,1.60,1.16,2.46,49996.46,9.48,29.55,0.00,25259.00,634.00,906.30,908.50,2152.85,580.97,30.42,1.00,30.92,15.00
14/04/2021,50.97,9.77,1.60,0.96,2.16,49996.47,9.38,29.49,41.67,25786.80,634.00,898.36,909.57,2155.38,580.91,32.82,1.00,2.54,15.00
15/04/2021,49.09,10.07,1.59,1.15,3.14,50010.97,9.45,29.50,41.67,25711.40,639.00,896.06,909.58,2172.79,579.46,36.51,1.00,17.41,15.00
16/04/2021,50.52,10.13,1.60,1.11,2.58,45194.24,9.58,28.10,83.97,25711.40,602.00,872.56,911.19,2200.11,547.90,35.74,0.99,27.32,15.00
17/04/2021,49.77,9.88,1.59,1.19,3.24,50057.97,9.45,29.53,0.00,25259.00,639.00,889.72,907.17,2169.36,580.43,31.00,1.00,-30.75,15.00
18/04/2021,50.64,9.92,1.62,1.22,2.82,50021.09,9.54,29.53,0.00,25937.60,639.00,883.34,905.82,2177.39,580.48,36.23,1.00,8.03,15.00
19/04/2021,49.79,10.11,1.75,1.16,2.84,50040.44,9.42,29.53,166.78,25862.20,640.00,889.47,901.68,2149.92,580.18,36.51,1.00,-27.48,15.00
20/04/2021,50.65,9.40,1.79,1.49,2.46,50051.51,9.53,29.54,0.00,25560.60,633.00,873.60,902.50,2131.86,574.93,30.96,1.00,-18.06,15.00
21/04/2021,51.06,8.72,1.74,1.45,2.50,50047.20,9.56,29.55,0.00,25711.40,633.00,866.05,901.07,2134.15,574.93,29.29,1.00,2.29,15.00
22/04/2021,49.39,8.31,1.84,1.42,2.48,46055.77,9.48,26.41,0.00,25560.60,564.00,850.59,903.35,2045.40,513.30,34.38,1.00,-88.75,15.00
23/04/2021,51.68,8.39,1.82,1.23,2.54,45720.37,9.48,25.96,0.00,25711.40,558.00,848.08,903.03,2007.21,506.97,39.74,1.00,-38.19,15.00
24/04/2021,51.40,8.32,1.81,1.20,2.50,46357.38,9.54,25.96,0.00,25636.00,557.00,855.77,886.63,1997.16,506.09,35.82,1.00,-10.05,15.00
25/04/2021,52.13,8.12,1.61,1.33,2.26,45121.63,9.62,25.97,0.00,25560.60,557.00,852.85,882.39,1987.66,506.16,30.66,1.00,-9.50,15.00
26/04/2021,52.32,8.06,1.58,1.40,2.00,45426.26,9.48,25.96,0.00,25937.60,556.00,850.11,884.51,2000.71,506.57,29.67,1.00,13.06,15.00
27/04/2021,52.28,8.04,1.66,1.39,2.84,43023.73,9.54,25.98,0.00,25485.20,553.00,852.56,894.00,2003.12,503.93,37.19,1.00,2.40,15.00
28/04/2021,51.85,8.21,1.69,1.14,2.70,44003.81,9.46,25.89,0.00,25711.40,542.00,847.73,890.58,1977.05,495.01,35.26,0.98,-26.07,15.00
29/04/2021,52.07,7.99,1.65,1.11,2.44,45485.89,9.59,25.95,0.00,25636.00,537.00,846.09,896.84,2028.89,490.09,30.92,1.00,51.84,15.00
30/04/2021,52.93,7.95,1.56,1.37,3.74,45519.53,9.63,25.95,0.00,25786.80,530.00,842.02,892.08,2017.88,483.93,22.91,1.00,-11.01,15.00
01/05/2021,0.00,0.00,0.00,0.00,0.00,47478.78,9.61,27.75,0.00,25636.00,592.00,865.19,900.02,2042.24,537.51,38.97,1.00,Error,15.00
02/05/2021,53.05,8.21,1.50,1.33,2.48,49992.53,9.53,29.12,0.00,25711.40,625.00,886.56,894.60,2114.34,566.55,33.36,1.00,96.47,15.00
03/05/2021,52.48,8.71,1.52,1.26,2.28,50039.52,9.51,29.10,0.00,25636.00,625.00,886.35,906.95,2209.54,566.55,35.49,1.00,95.20,15.00
04/05/2021,51.57,9.54,1.44,1.07,2.52,50038.78,9.58,29.09,0.00,25636.00,641.00,888.26,907.65,2211.60,564.08,31.82,1.00,2.06,15.00
05/05/2021,50.11,9.47,1.50,0.94,2.66,49998.70,9.39,29.15,0.00,25711.40,643.00,882.67,905.89,2230.87,565.84,26.91,1.00,19.27,15.00
06/05/2021,51.79,9.31,1.54,0.87,2.56,50127.50,9.49,29.13,0.00,25636.00,637.00,882.48,907.59,2245.49,565.56,27.92,1.00,14.62,15.00
07/05/2021,51.08,9.36,1.51,0.80,2.60,50072.27,9.56,29.38,0.00,25937.60,634.00,900.37,896.71,2228.05,562.92,31.44,1.00,-17.45,15.00
08/05/2021,49.81,9.55,1.43,0.74,2.26,50124.50,9.50,29.33,0.00,25485.20,633.00,906.46,896.98,2236.29,562.36,28.80,1.00,8.24,15.00
09/05/2021,51.95,9.59,1.51,0.71,2.00,50124.58,9.51,29.46,0.00,25711.40,641.00,904.29,899.48,2218.29,564.08,29.62,1.00,-18.00,15.00
10/05/2021,50.31,9.40,1.48,0.76,1.98,50143.70,9.54,29.41,0.00,25711.40,640.00,898.71,900.32,2207.34,563.20,26.55,1.00,-10.95,15.00
11/05/2021,51.55,9.60,1.44,0.84,2.26,50136.26,9.52,29.44,0.00,25334.40,622.00,877.18,898.86,2211.72,565.97,24.30,1.00,4.38,15.00
12/05/2021,51.00,9.31,1.38,0.96,2.52,50134.00,9.56,29.57,0.00,26013.00,621.00,874.75,896.10,2203.40,568.91,21.94,1.00,-8.32,15.00
13/05/2021,50.58,9.32,1.40,1.04,3.04,49182.80,9.58,29.44,0.00,25334.40,603.00,886.12,896.35,2160.83,555.28,31.06,0.98,-42.58,15.00
14/05/2021,51.42,8.90,1.33,1.04,2.60,50117.53,9.44,29.56,0.00,25334.40,617.00,898.14,901.55,2201.61,560.29,31.06,1.00,40.79,15.00
15/05/2021,51.29,9.26,1.38,1.20,2.92,50040.21,9.44,29.55,0.00,26088.40,616.00,886.96,898.62,2208.43,559.41,26.68,1.00,6.82,15.00
16/05/2021,53.92,9.10,1.41,1.17,2.66,50134.36,9.59,29.53,0.00,25711.40,623.00,890.13,906.60,2227.27,557.69,25.15,1.00,18.84,15.00
17/05/2021,51.83,8.94,1.47,1.19,2.48,49384.30,9.48,29.29,0.00,25786.80,618.00,892.76,913.54,2237.60,553.88,33.20,1.00,10.33,15.00
18/05/2021,50.96,8.58,1.57,0.99,3.06,49706.51,9.54,29.35,541.67,25334.40,619.00,890.20,914.10,2279.46,554.73,36.35,1.00,41.87,15.00
19/05/2021,52.62,8.86,1.59,0.89,3.34,46083.55,9.55,27.11,125.00,25937.60,570.00,873.11,912.90,2234.60,511.63,33.13,1.00,-44.86,15.00
20/05/2021,49.55,8.98,1.58,0.95,3.10,47582.17,9.50,27.55,41.67,25560.60,580.00,855.65,908.19,2283.52,520.43,22.23,1.00,48.92,15.00
21/05/2021,51.46,8.85,1.53,0.85,2.90,46031.98,9.62,27.15,0.00,25560.60,571.00,868.53,908.47,2238.08,512.49,25.29,1.00,-45.44,15.00
22/05/2021,49.58,8.62,1.53,0.90,2.88,45996.32,9.51,27.06,0.00,25937.60,569.00,867.65,905.83,2243.68,510.60,23.37,1.00,5.59,15.00
23/05/2021,52.03,8.57,1.49,0.83,3.24,49209.31,9.52,28.90,0.00,25636.00,609.00,860.21,904.80,2325.14,545.80,25.52,1.00,81.46,15.00
24/05/2021,51.77,8.83,1.44,0.93,2.98,49688.77,9.48,29.23,0.00,25937.60,617.00,887.55,905.59,2289.24,552.84,24.43,1.00,-35.90,15.00
25/05/2021,48.56,9.64,1.43,1.01,2.84,47583.80,9.47,28.55,86.02,25183.60,581.00,886.88,901.42,2170.96,522.47,21.43,0.97,-118.28,15.00
26/05/2021,50.07,9.32,1.44,0.96,2.96,49794.01,9.53,29.22,41.67,25786.80,616.00,893.63,906.99,2235.91,552.06,21.18,1.00,64.94,15.00
27/05/2021,52.34,8.70,1.47,1.04,3.62,49842.58,9.52,29.44,0.00,25786.80,622.00,891.76,907.51,2272.86,556.46,20.12,1.00,36.95,15.00
28/05/2021,51.31,0.24,1.39,1.14,3.28,50164.28,9.53,29.28,0.00,25560.60,613.00,891.07,905.25,2265.69,553.54,18.68,1.00,-7.17,15.00
29/05/2021,51.26,8.25,1.46,1.15,3.08,50101.90,9.49,29.56,0.00,25862.20,619.00,894.63,901.81,2277.34,558.82,17.82,1.00,11.66,15.00
30/05/2021,51.66,8.25,1.45,1.15,3.04,50326.52,9.53,29.23,0.00,25560.60,617.00,901.45,897.33,2276.57,552.06,19.36,1.00,-0.77,15.00
31/05/2021,52.14,8.55,1.41,0.84,3.16,50213.61,9.57,29.18,0.00,25636.00,623.00,903.12,888.43,2275.75,563.82,19.54,1.00,-0.82,15.00
01/06/2021,52.44,8.32,1.43,0.80,3.02,50175.54,9.58,29.50,0.00,25636.00,623.00,891.18,898.17,2285.09,557.08,23.78,1.00,9.34,15.00
02/06/2021,51.13,8.14,1.50,0.93,2.86,49040.43,9.65,29.42,42.43,25937.60,609.00,871.50,910.85,2328.91,544.70,22.18,0.98,43.82,15.00
03/06/2021,50.49,9.22,1.61,1.02,3.28,50262.21,9.64,29.40,208.33,24052.60,620.00,867.14,914.52,2401.07,554.38,21.48,1.00,72.16,15.00
04/06/2021,51.32,10.21,1.54,0.98,3.20,50218.02,9.63,29.37,83.33,25711.40,620.00,869.53,913.78,2408.84,554.38,23.11,1.00,7.77,15.00
05/06/2021,51.50,9.19,1.61,1.05,3.18,50181.25,9.60,29.56,83.33,25636.00,624.00,888.01,911.79,2404.58,557.90,21.55,1.00,-4.27,15.00
06/06/2021,50.80,9.28,1.61,0.90,3.12,50250.08,9.57,29.58,41.67,25711.40,625.00,898.83,911.44,2421.04,558.78,23.60,1.00,16.46,15.00
07/06/2021,54.52,9.13,1.65,0.93,3.08,47613.40,9.58,28.49,257.29,25032.80,481.00,899.56,890.20,2125.75,433.51,13.40,0.81,-295.29,15.00
08/06/2021,50.95,8.90,1.62,0.93,4.28,43357.06,9.57,26.43,458.33,25636.00,555.00,863.08,917.91,2221.23,498.63,17.47,1.00,95.48,15.00
09/06/2021,50.43,9.22,1.49,0.39,3.18,49862.43,9.61,29.25,0.00,25711.40,616.00,865.33,907.96,2344.06,552.31,12.29,1.00,122.83,15.00
10/06/2021,50.79,8.89,1.40,1.14,3.20,50185.54,9.72,29.48,416.67,25711.40,620.00,871.68,905.83,2354.24,555.83,17.31,1.00,10.18,15.00
11/06/2021,50.06,8.93,1.33,1.25,3.34,50307.82,9.61,29.75,0.00,25636.00,627.00,882.54,905.09,2329.17,561.99,46.99,1.00,-25.07,15.00
12/06/2021,50.15,8.54,1.42,1.21,3.26,50345.57,9.51,29.60,0.00,25786.80,625.00,886.06,901.64,2303.24,559.62,63.63,1.00,-25.92,15.00
13/06/2021,50.53,8.33,1.56,1.07,2.90,50335.07,9.59,29.94,0.00,25636.00,632.00,887.70,903.36,2285.57,565.32,25.07,1.00,-17.68,15.00
14/06/2021,50.25,8.31,1.58,1.04,2.40,50274.36,9.48,30.01,0.00,25711.40,634.00,897.29,906.78,2298.84,567.08,21.28,1.00,13.27,15.00
15/06/2021,50.91,8.30,1.54,1.10,3.08,50241.89,9.56,30.04,0.00,25636.00,634.00,894.46,906.82,2310.01,567.08,22.21,1.00,11.18,15.00
16/06/2021,49.75,8.39,1.51,1.19,2.88,50311.89,9.34,30.03,0.00,25636.00,645.00,902.91,902.96,2276.51,567.60,25.79,1.00,-33.51,15.00
17/06/2021,50.37,8.41,1.55,1.07,2.48,50207.52,9.38,29.91,0.00,25711.40,633.00,906.75,907.34,2272.04,566.20,26.94,1.00,-4.47,15.00
18/06/2021,50.47,8.38,1.57,1.06,2.66,50261.94,9.55,30.12,0.00,24278.80,636.00,906.38,907.12,2301.71,568.99,23.93,1.00,29.68,15.00
19/06/2021,49.30,8.31,1.78,0.97,3.32,50278.62,9.48,30.18,0.00,23977.20,638.00,895.41,905.81,2280.24,570.75,21.21,1.00,-21.48,15.00
20/06/2021,49.50,9.08,1.60,1.03,2.74,50285.82,9.47,30.28,0.00,25711.40,640.00,905.43,906.92,2296.35,572.51,23.47,1.00,16.11,15.00
21/06/2021,50.69,8.79,1.60,1.03,2.76,50287.51,9.48,30.28,0.00,25636.00,640.00,906.50,907.84,2297.06,572.51,18.90,1.00,0.71,15.00
22/06/2021,48.51,9.48,1.51,1.28,3.42,50288.76,9.58,30.22,208.33,25108.20,638.00,898.37,914.28,2316.16,570.75,16.54,1.00,19.10,15.00
23/06/2021,48.32,9.93,1.36,1.41,3.06,50320.22,9.50,30.20,208.33,26314.60,632.00,895.95,913.57,2333.72,569.52,18.71,1.00,17.56,15.00
24/06/2021,49.73,9.88,1.36,1.55,2.76,50326.76,9.61,30.10,41.67,25711.40,629.00,906.33,913.42,2325.59,566.88,20.12,1.00,-8.13,15.00
25/06/2021,49.23,9.70,1.55,1.24,3.48,47067.06,9.65,27.81,0.00,24957.40,579.00,888.18,904.79,2241.20,523.28,16.83,1.00,-84.39,15.00
26/06/2021,48.64,9.82,1.59,1.01,3.72,44239.90,9.58,27.13,0.00,8972.60,147.00,871.71,881.98,2108.34,143.12,5.24,0.29,-132.86,15.00
27/06/2021,0.00,0.00,0.00,0.00,0.00,0.00,9.60,26.46,0.00,0.00,102.00,877.59,896.47,1795.97,89.76,4.62,0.19,Error,15.00
28/06/2021,48.57,9.53,1.59,1.07,3.44,44603.41,9.55,26.91,583.33,0.00,559.00,844.34,903.49,2157.41,506.08,26.63,1.00,49.07,15.00
29/06/2021,48.78,9.63,1.62,1.05,2.26,45887.38,9.60,27.10,0.00,0.00,563.00,870.25,912.63,2169.43,509.63,24.79,1.00,12.03,15.00
30/06/2021,49.98,9.78,1.66,1.19,3.54,45894.02,9.43,27.08,0.00,0.00,585.00,872.26,912.86,2156.84,528.58,22.84,1.00,-12.59,15.00
01/07/2021,49.96,9.44,1.70,1.43,3.58,46045.74,9.60,27.06,0.00,122148.00,568.00,873.48,910.51,2115.20,508.68,23.60,1.00,-41.65,15.00
02/07/2021,49.97,9.53,1.73,1.39,3.78,45989.10,9.56,27.14,41.70,25108.20,569.00,879.71,915.55,2105.40,509.50,22.73,1.00,-9.79,15.00
03/07/2021,50.12,9.36,1.70,1.41,3.82,43332.87,9.52,26.96,584.96,25937.60,565.00,875.95,913.14,2129.25,505.98,19.30,1.00,23.85,15.00
04/07/2021,50.56,9.48,1.48,1.28,3.26,44163.54,9.47,26.96,1125.00,26163.80,566.00,865.35,912.72,2088.10,506.86,13.77,1.00,-41.15,15.00
05/07/2021,50.18,9.41,1.39,1.22,3.02,48202.87,9.54,27.91,167.25,25409.80,585.00,879.05,909.29,2137.00,523.58,16.28,1.00,48.90,15.00
06/07/2021,50.44,9.25,1.37,1.16,3.66,49176.31,9.54,28.51,0.00,25485.20,595.00,888.18,907.08,2160.40,532.38,17.83,0.99,23.40,15.00
07/07/2021,49.97,9.42,1.34,1.21,3.18,49355.27,9.68,28.51,0.00,25636.00,597.00,884.06,907.98,2182.01,535.59,16.45,1.00,21.61,15.00
08/07/2021,49.01,9.32,1.39,1.36,3.66,49972.42,9.59,28.53,0.00,25786.80,598.00,880.93,906.79,2199.32,536.47,13.32,1.00,17.31,15.00
09/07/2021,49.55,9.30,1.52,1.20,3.52,49627.00,9.63,28.51,0.00,25560.60,598.00,869.74,907.43,2221.19,536.47,12.05,1.00,21.87,15.00
10/07/2021,47.58,9.51,1.49,1.23,3.38,49997.99,9.64,28.53,0.00,25485.20,598.00,857.43,903.76,2232.36,536.47,13.29,1.00,11.17,15.00
11/07/2021,49.92,9.05,1.53,1.38,3.50,50284.31,9.51,28.58,0.00,26013.00,600.00,870.60,896.51,2234.39,538.23,14.70,1.00,2.03,15.00
12/07/2021,51.61,8.42,1.46,1.34,3.46,50242.37,9.63,29.49,0.00,25485.20,619.00,891.59,901.72,2220.00,554.34,21.45,1.00,-14.39,15.00
13/07/2021,51.10,7.82,1.36,1.37,3.54,50247.90,9.64,29.77,0.00,25862.20,626.00,900.85,900.79,2140.72,560.04,21.38,1.00,-79.28,15.00
14/07/2021,52.17,8.18,1.34,1.37,3.38,50306.06,9.52,29.68,0.00,25485.20,625.00,902.66,907.95,2092.26,559.16,20.32,1.00,-48.46,15.00
15/07/2021,51.77,8.06,1.33,1.42,3.10,50290.66,9.57,29.76,0.00,25786.80,626.00,916.60,901.50,2043.58,560.04,16.52,1.00,-48.68,15.00
16/07/2021,52.16,8.06,1.30,1.39,3.20,50290.22,9.62,29.71,0.00,25636.00,634.00,905.14,903.82,2076.57,557.92,14.62,1.00,33.00,15.00
17/07/2021,51.02,8.62,1.19,1.69,3.32,50288.25,9.58,29.61,166.67,25786.80,623.00,906.55,911.94,2138.58,557.40,14.71,1.00,62.01,15.00
18/07/2021,51.01,8.70,1.31,1.50,3.42,50292.94,9.57,29.60,250.00,25711.40,623.00,915.96,911.81,2158.92,557.55,17.00,1.00,20.34,15.00
19/07/2021,50.01,9.13,1.43,1.50,3.42,50260.13,9.60,29.64,125.00,25711.40,623.00,916.63,911.85,2191.38,557.55,16.94,1.00,32.46,15.00
20/07/2021,51.00,8.90,1.27,1.48,3.50,50275.34,9.50,29.61,125.00,25636.00,623.00,912.63,911.26,2208.02,557.55,14.79,1.00,16.64,15.00
21/07/2021,50.88,8.79,1.30,1.56,3.30,50308.08,9.65,30.42,583.33,25711.40,640.00,924.23,911.22,2180.26,572.51,12.52,1.00,-27.76,15.00
22/07/2021,48.27,9.23,1.42,1.65,3.38,50247.37,9.66,30.55,583.33,25711.40,643.00,934.33,912.01,2195.66,575.15,15.13,1.00,15.40,15.00
23/07/2021,49.45,9.90,1.45,1.55,3.64,50286.99,9.69,30.52,708.33,25485.20,638.00,937.07,912.36,2208.63,574.80,14.61,1.00,12.98,15.00
24/07/2021,48.97,10.15,1.49,1.49,3.60,49790.68,9.59,29.88,875.00,25862.20,625.00,925.98,911.49,2227.22,563.36,14.89,1.00,18.59,15.00
25/07/2021,48.78,9.69,1.49,1.55,3.44,50221.92,9.70,30.51,708.33,25711.40,637.00,929.27,913.10,2220.14,574.32,17.72,1.00,-7.09,15.00
26/07/2021,48.53,10.25,1.45,1.36,3.58,50289.55,9.58,30.58,791.67,25711.40,639.00,937.97,912.24,2229.19,576.08,19.05,1.00,9.05,15.00
27/07/2021,48.69,10.03,1.44,1.24,2.92,50279.44,9.42,30.52,958.33,25409.80,653.00,929.66,913.12,2244.21,574.64,14.33,1.00,15.03,15.00
